cobacia,cotrecho,trechosjus,curso_dagua,vazao_incremental,vazao_naturalizada,cabeceira
"75848972",98724,52023,"75848972",1,0,True
"75848971",52023,48677,"75848",1,0,False
"7584896",158224,48677,"7584896",1,0,True
"7584895",48677,351390,"75848",1,0,False
"7584894",301446,351390,"7584894",1,0,True
"7584893",351390,48735,"75848",1,0,False
"7584892",244689,48735,"7584892",1,0,True
"75848913",48735,351392,"75848",1,0,False
"75848912",234399,351392,"75848912",1,0,True
"75848911",351392,131302,"75848",1,0,False
"7584889",221762,29885,"758488",1,0,True
"7584888",260225,29885,"7584888",1,0,True
"7584887",29885,221761,"758488",1,0,False
"7581653",411026,202556,"75816",1,0,False
"75848863",247199,151669,"7584886",1,0,True
"75848862",302712,151669,"75848862",1,0,True
"75848861",151669,221761,"7584886",1,0,False
"7584885",221761,78080,"758488",1,0,False
"7584884",307607,78080,"7584884",1,0,True
"7584883",78080,221763,"758488",1,0,False
"7584882",247526,221763,"7584882",1,0,True
"7584881",221763,131302,"758488",1,0,False
"7584879",131302,132508,"75848",1,0,False
"7584878",256973,132508,"7584878",1,0,True
"75848773",132508,132252,"75848",1,0,False
"75848772",44721,132252,"75848772",1,0,True
"75848771",132252,98847,"75848",1,0,False
"7584876",224797,98847,"7584876",1,0,True
"7584875",98847,351393,"75848",1,0,False
"7581652",294223,202556,"7581652",1,0,True
"75848743",348254,348259,"7584874",1,0,True
"75848742",280006,348259,"75848742",1,0,True
"75845631",238066,144212,"758456",1,0,False
"7581651",202556,411025,"75816",1,0,False
"75848741",348259,351393,"7584874",1,0,False
"7584873",351393,25935,"75848",1,0,False
"75816493",279565,163199,"758164",1,0,True
"75848725",429447,151665,"7584872",1,0,True
"75848724",286347,151665,"75848724",1,0,True
"75848723",151665,429450,"7584872",1,0,False
"75848722",231452,429450,"75848722",1,0,True
"75848721",429450,25935,"7584872",1,0,False
"7584871",25935,90465,"75848",1,0,False
"7584869",428284,428274,"758486",1,0,True
"7584868",221156,428274,"7584868",1,0,True
"7584867",428274,428283,"758486",1,0,False
"7584866",221198,428283,"7584866",1,0,True
"75848653",428283,79647,"758486",1,0,False
"75848652",242844,79647,"75848652",1,0,True
"75848651",79647,73953,"758486",1,0,False
"7584864",374776,73953,"7584864",1,0,True
"7584863",73953,428277,"758486",1,0,False
"7584862",278182,428277,"7584862",1,0,True
"7584861",428277,90465,"758486",1,0,False
"7584853",90465,351387,"75848",1,0,False
"7584852",294775,351387,"7584852",1,0,True
"7584851",351387,53407,"75848",1,0,False
"7584845",441812,441811,"758484",1,0,True
"7584844",283810,441811,"7584844",1,0,True
"7584843",441811,441826,"758484",1,0,False
"7584842",239923,441826,"7584842",1,0,True
"7584841",441826,53407,"758484",1,0,False
"7584833",53407,351386,"75848",1,0,False
"7584832",416834,351386,"7584832",1,0,True
"7584831",351386,56703,"75848",1,0,False
"75816492",320284,163199,"75816492",1,0,True
"7584825",368752,368745,"758482",1,0,True
"7584824",247970,368745,"7584824",1,0,True
"7584823",368745,368753,"758482",1,0,False
"75816491",163199,279558,"758164",1,0,False
"7584822",285509,368753,"7584822",1,0,True
"7584821",368753,56703,"758482",1,0,False
"7584815",56703,135289,"75848",1,0,False
"7581648",230819,279558,"7581648",1,0,True
"7581647",279558,279564,"758164",1,0,False
"75848143",433485,433483,"7584814",1,0,True
"75848142",315636,433483,"75848142",1,0,True
"75848141",433483,135289,"7584814",1,0,False
"7584813",135289,351389,"75848",1,0,False
"75848123",436368,436369,"7584812",1,0,True
"75848122",393330,436369,"75848122",1,0,True
"75848121",436369,351389,"7584812",1,0,False
"7584811",351389,230809,"75848",1,0,False
"758479",230809,77707,"7584",1,0,False
"758478",236727,77707,"758478",1,0,True
"7584775",77707,230808,"7584",1,0,False
"7584774",190349,230808,"7584774",1,0,True
"7584773",230808,230783,"7584",1,0,False
"7584772",255653,230783,"7584772",1,0,True
"7584771",230783,230795,"7584",1,0,False
"75847693",268384,199920,"758476",1,0,True
"75847692",270647,199920,"75847692",1,0,True
"75847691",199920,268379,"758476",1,0,False
"75847685",257617,257613,"7584768",1,0,True
"75847684",293611,257613,"75847684",1,0,True
"75847683",257613,125473,"7584768",1,0,False
"75847682",164937,125473,"75847682",1,0,True
"75847681",125473,268379,"7584768",1,0,False
"7584767",268379,268383,"758476",1,0,False
"7581646",259931,279564,"7581646",1,0,True
"75847663",273057,273055,"7584766",1,0,True
"75847662",77327,273055,"75847662",1,0,True
"7584518",246129,230786,"7584518",1,0,True
"7584517",230786,8223,"7584",1,0,False
"75847661",273055,268383,"7584766",1,0,False
"7584765",268383,157221,"758476",1,0,False
"7584516",276797,8223,"7584516",1,0,True
"7584515",8223,230779,"7584",1,0,False
"75847647",199345,155213,"7584764",1,0,True
"75847646",217247,155213,"75847646",1,0,True
"75847645",155213,265765,"7584764",1,0,False
"75847644",228073,265765,"75847644",1,0,True
"75847643",265765,265758,"7584764",1,0,False
"75847642",271210,265758,"75847642",1,0,True
"75847641",265758,157221,"7584764",1,0,False
"75847637",157221,268378,"758476",1,0,False
"75847636",249909,268378,"75847636",1,0,True
"75847635",268378,199921,"758476",1,0,False
"75847634",217611,199921,"75847634",1,0,True
"75847633",199921,268380,"758476",1,0,False
"75847632",228306,268380,"75847632",1,0,True
"7581645",279564,279563,"758164",1,0,False
"75847631",268380,268388,"758476",1,0,False
"75847627",255019,69197,"7584762",1,0,True
"75847626",236580,69197,"75847626",1,0,True
"75847625",69197,195210,"7584762",1,0,False
"75847624",303719,195210,"75847624",1,0,True
"75847623",195210,255016,"7584762",1,0,False
"75847622",275024,255016,"75847622",1,0,True
"75847621",255016,268388,"7584762",1,0,False
"7584761",268388,230795,"758476",1,0,False
"758475",230795,125053,"7584",1,0,False
"758474",303896,125053,"758474",1,0,True
"758473",125053,190586,"7584",1,0,False
"7584723",292425,292423,"758472",1,0,True
"7584722",298988,292423,"7584722",1,0,True
"7584721",292423,190586,"758472",1,0,False
"758471",190586,230781,"7584",1,0,False
"75846993",230624,230616,"75846",1,0,True
"75846992",217768,230616,"75846992",1,0,True
"75846991",230616,230625,"75846",1,0,False
"7584698",288913,230625,"7584698",1,0,True
"7584697",230625,190535,"75846",1,0,False
"7584696",239552,190535,"7584696",1,0,True
"7584695",190535,230622,"75846",1,0,False
"7584694",250813,230622,"7584694",1,0,True
"7584693",230622,230621,"75846",1,0,False
"7584692",216949,230621,"7584692",1,0,True
"7584691",230621,22413,"75846",1,0,False
"7584685",277574,202401,"758468",1,0,True
"7584514",241744,230779,"7584514",1,0,True
"7584684",312854,202401,"7584684",1,0,True
"7584683",202401,277575,"758468",1,0,False
"7584682",309027,277575,"7584682",1,0,True
"7584681",277575,22413,"758468",1,0,False
"758467",22413,230605,"75846",1,0,False
"7584667",254722,151586,"758466",1,0,True
"7584513",230779,143584,"7584",1,0,False
"7584666",19014,151586,"7584666",1,0,True
"7584665",151586,254719,"758466",1,0,False
"7584664",251881,254719,"7584664",1,0,True
"7584663",254719,170007,"758466",1,0,False
"7584662",317682,170007,"7584662",1,0,True
"7584661",170007,230605,"758466",1,0,False
"7584653",230605,190536,"75846",1,0,False
"7584652",323205,190536,"7584652",1,0,True
"7584651",190536,190534,"75846",1,0,False
"758452",206631,106942,"758452",1,0,True
"7584519",106942,230786,"7584",1,0,False
"758464",221979,190534,"758464",1,0,True
"758463",190534,230617,"75846",1,0,False
"7584623",293724,293725,"758462",1,0,True
"7584622",218183,293725,"7584622",1,0,True
"7584621",293725,230617,"758462",1,0,False
"7584617",230617,48864,"75846",1,0,False
"7584616",288540,48864,"7584616",1,0,True
"7584615",48864,230619,"75846",1,0,False
"7584614",219294,230619,"7584614",1,0,True
"7584613",230619,230618,"75846",1,0,False
"7584612",201322,230618,"7584612",1,0,True
"7584611",230618,230781,"75846",1,0,False
"7584597",230781,230810,"7584",1,0,False
"7584596",269328,230810,"7584596",1,0,True
"7584595",230810,143591,"7584",1,0,False
"7584594",325943,143591,"7584594",1,0,True
"7584593",143591,143587,"7584",1,0,False
"7584592",283856,143587,"7584592",1,0,True
"7584591",143587,200620,"7584",1,0,False
"7584562",222485,144212,"7584562",1,0,True
"7584561",144212,190587,"758456",1,0,False
"7584589",325282,184527,"758458",1,0,True
"758455",190587,196213,"7584",1,0,False
"7584588",246867,184527,"7584588",1,0,True
"7584587",184527,184528,"758458",1,0,False
"75845869",214932,214934,"7584586",1,0,True
"75845868",253638,214934,"75845868",1,0,True
"75845867",214934,214933,"7584586",1,0,False
"75845866",325156,214933,"75845866",1,0,True
"75845865",214933,214931,"7584586",1,0,False
"75845864",122513,214931,"75845864",1,0,True
"75845863",214931,186241,"7584586",1,0,False
"75845862",54601,186241,"75845862",1,0,True
"75845861",186241,184528,"7584586",1,0,False
"7584585",184528,325283,"758458",1,0,False
"75845843",199968,268549,"7584584",1,0,True
"75845842",290617,268549,"75845842",1,0,True
"75845841",268549,325283,"7584584",1,0,False
"75845837",325283,325134,"758458",1,0,False
"75845836",248985,325134,"75845836",1,0,True
"75845835",325134,325278,"758458",1,0,False
"75845834",272960,325278,"75845834",1,0,True
"75845833",325278,184526,"758458",1,0,False
"75845832",167816,184526,"75845832",1,0,True
"75845831",184526,325258,"758458",1,0,False
"75845827",314744,179559,"7584582",1,0,True
"75845826",269694,179559,"75845826",1,0,True
"75845825",179559,314745,"7584582",1,0,False
"75845824",323718,314745,"75845824",1,0,True
"75845823",314745,212099,"7584582",1,0,False
"75845822",241486,212099,"75845822",1,0,True
"75845821",212099,325258,"7584582",1,0,False
"75845815",325258,215355,"758458",1,0,False
"75845814",306090,215355,"75845814",1,0,True
"75845813",215355,215354,"758458",1,0,False
"7584543",298986,208178,"758454",1,0,True
"75845812",323559,215354,"75845812",1,0,True
"75845811",215354,200620,"758458",1,0,False
"7584575",200620,230778,"7584",1,0,False
"7584574",282817,230778,"7584574",1,0,True
"7584573",230778,61298,"7584",1,0,False
"7584572",321226,61298,"7584572",1,0,True
"7584571",61298,190587,"7584",1,0,False
"7584569",238070,144211,"758456",1,0,True
"7584568",255289,144211,"7584568",1,0,True
"7584567",144211,190949,"758456",1,0,False
"7584566",274327,190949,"7584566",1,0,True
"7584565",190949,238065,"758456",1,0,False
"7584564",326004,238065,"7584564",1,0,True
"7584512",317950,143584,"7584512",1,0,True
"7584511",143584,143583,"7584",1,0,False
"75844997",219580,461409,"75844",1,0,True
"75844996",298106,461409,"75844996",1,0,True
"75844995",461409,122370,"75844",1,0,False
"75844994",218796,122370,"75844994",1,0,True
"75844993",122370,134354,"75844",1,0,False
"75844992",221708,134354,"75844992",1,0,True
"75844991",134354,109001,"75844",1,0,False
"75844983",130779,425963,"7584498",1,0,True
"75844982",312988,425963,"75844982",1,0,True
"75844981",425963,109001,"7584498",1,0,False
"7584497",109001,110780,"75844",1,0,False
"75844965",294858,207087,"7584496",1,0,True
"75844964",151504,207087,"75844964",1,0,True
"75844963",207087,294856,"7584496",1,0,False
"75844962",186377,294856,"75844962",1,0,True
"75844961",294856,110780,"7584496",1,0,False
"75844955",110780,219581,"75844",1,0,False
"75844954",278030,219581,"75844954",1,0,True
"75844953",219581,134356,"75844",1,0,False
"75844952",220791,134356,"75844952",1,0,True
"75844951",134356,129313,"75844",1,0,False
"7584494",203470,129313,"7584494",1,0,True
"75844933",129313,8237,"75844",1,0,False
"75844932",252011,8237,"75844932",1,0,True
"75844931",8237,102481,"75844",1,0,False
"7584492",308976,102481,"7584492",1,0,True
"75844915",102481,219576,"75844",1,0,False
"75844914",280435,219576,"75844914",1,0,True
"75844913",219576,100521,"75844",1,0,False
"75844912",256909,100521,"75844912",1,0,True
"75844911",100521,10656,"75844",1,0,False
"7584487",382220,382219,"758448",1,0,True
"7584486",26084,382219,"7584486",1,0,True
"7584485",382219,382262,"758448",1,0,False
"7584484",210618,382262,"7584484",1,0,True
"7584483",382262,100909,"758448",1,0,False
"7584482",279100,100909,"7584482",1,0,True
"7584481",100909,10656,"758448",1,0,False
"7584473",10656,50301,"75844",1,0,False
"75844725",443478,443354,"7584472",1,0,True
"75844724",232518,443354,"75844724",1,0,True
"75844723",443354,32489,"7584472",1,0,False
"75844722",286780,32489,"75844722",1,0,True
"75844721",32489,50301,"7584472",1,0,False
"7584471",50301,134352,"75844",1,0,False
"7584469",191429,174919,"758446",1,0,True
"7584468",191262,174919,"7584468",1,0,True
"7584467",174919,33615,"758446",1,0,False
"7584466",244048,33615,"7584466",1,0,True
"75844655",33615,39039,"758446",1,0,False
"75844654",254231,39039,"75844654",1,0,True
"75844653",39039,336885,"758446",1,0,False
"75844652",197477,336885,"75844652",1,0,True
"75844651",336885,336888,"758446",1,0,False
"75844643",322636,199522,"7584464",1,0,True
"75844642",239067,199522,"75844642",1,0,True
"75844641",199522,336888,"7584464",1,0,False
"7584463",336888,336886,"758446",1,0,False
"7584462",293748,336886,"7584462",1,0,True
"7584461",336886,134352,"758446",1,0,False
"75844595",134352,204992,"75844",1,0,False
"75844594",196000,204992,"75844594",1,0,True
"75844593",204992,186115,"75844",1,0,False
"75844592",241331,186115,"75844592",1,0,True
"75844591",186115,219577,"75844",1,0,False
"7584458",227784,219577,"7584458",1,0,True
"7584457",219577,43195,"75844",1,0,False
"7584456",223574,43195,"7584456",1,0,True
"7584455",43195,110122,"75844",1,0,False
"75844545",185572,133499,"7584454",1,0,True
"75844544",420142,133499,"75844544",1,0,True
"75844543",133499,48068,"7584454",1,0,False
"75844542",436881,48068,"75844542",1,0,True
"75844541",48068,110122,"7584454",1,0,False
"75844533",110122,86691,"75844",1,0,False
"75844532",311337,86691,"75844532",1,0,True
"75844531",86691,134353,"75844",1,0,False
"7584452",267510,134353,"7584452",1,0,True
"75844515",134353,219582,"75844",1,0,False
"75844514",276964,219582,"75844514",1,0,True
"75844513",219582,40505,"75844",1,0,False
"75844512",428111,40505,"75844512",1,0,True
"75844511",40505,219572,"75844",1,0,False
"7584449",257766,257759,"758444",1,0,True
"75844483",353358,353384,"7584448",1,0,True
"75844482",264453,353384,"75844482",1,0,True
"75844481",353384,257759,"7584448",1,0,False
"7584447",257759,257758,"758444",1,0,False
"7584446",244155,257758,"7584446",1,0,True
"7584445",257758,257757,"758444",1,0,False
"7584444",122883,257757,"7584444",1,0,True
"7584443",257757,257756,"758444",1,0,False
"75844423",253002,253007,"7584442",1,0,True
"75844422",348142,253007,"75844422",1,0,True
"75844421",253007,257756,"7584442",1,0,False
"75844413",257756,257767,"758444",1,0,False
"75844412",257925,257767,"75844412",1,0,True
"75844411",257767,219572,"758444",1,0,False
"7584439",219572,6346,"75844",1,0,False
"7584438",306734,6346,"7584438",1,0,True
"7584437",6346,574,"75844",1,0,False
"7584436",216372,574,"7584436",1,0,True
"7584435",574,219574,"75844",1,0,False
"7584434",135062,219574,"7584434",1,0,True
"7584433",219574,219579,"75844",1,0,False
"7584432",239494,219579,"7584432",1,0,True
"7584431",219579,219578,"75844",1,0,False
"75844295",373556,373553,"758442",1,0,True
"75844294",388761,373553,"75844294",1,0,True
"75844293",373553,102535,"758442",1,0,False
"75844292",291227,102535,"75844292",1,0,True
"75844291",102535,373551,"758442",1,0,False
"75844283",304221,304208,"7584428",1,0,True
"75844282",258171,304208,"75844282",1,0,True
"75844281",304208,373551,"7584428",1,0,False
"7584427",373551,373554,"758442",1,0,False
"75844269",456144,150130,"7584426",1,0,True
"75844268",138938,150130,"75844268",1,0,True
"75844267",150130,456143,"7584426",1,0,False
"75844266",235815,456143,"75844266",1,0,True
"75844265",456143,88779,"7584426",1,0,False
"75844264",301529,88779,"75844264",1,0,True
"75844263",88779,256480,"7584426",1,0,False
"75844262",216954,256480,"75844262",1,0,True
"75844261",256480,373554,"7584426",1,0,False
"75844255",373554,373550,"758442",1,0,False
"75844254",248195,373550,"75844254",1,0,True
"75844253",373550,373549,"758442",1,0,False
"75844252",299491,373549,"75844252",1,0,True
"75844251",373549,373557,"758442",1,0,False
"75844243",204577,75869,"7584424",1,0,True
"75844242",126866,75869,"75844242",1,0,True
"75844241",75869,373557,"7584424",1,0,False
"75844237",373557,126165,"758442",1,0,False
"75844236",251419,126165,"75844236",1,0,True
"75844235",126165,238156,"758442",1,0,False
"75844234",271139,238156,"75844234",1,0,True
"75844233",238156,238157,"758442",1,0,False
"75844232",268321,238157,"75844232",1,0,True
"75844231",238157,238152,"758442",1,0,False
"75844227",270934,200569,"7584422",1,0,True
"75844226",229107,200569,"75844226",1,0,True
"75844225",200569,270930,"7584422",1,0,False
"75844224",309363,270930,"75844224",1,0,True
"75844223",270930,158411,"7584422",1,0,False
"75844222",322794,158411,"75844222",1,0,True
"75844221",158411,238152,"7584422",1,0,False
"75844213",238152,238155,"758442",1,0,False
"75844212",314972,238155,"75844212",1,0,True
"75844211",238155,219578,"758442",1,0,False
"7584413",219578,219575,"75844",1,0,False
"7584412",273730,219575,"7584412",1,0,True
"7584411",219575,143583,"75844",1,0,False
"758435",143583,143588,"7584",1,0,False
"758434",283967,143588,"758434",1,0,True
"758433",143588,90456,"7584",1,0,False
"7584323",219151,219153,"758432",1,0,True
"7584322",44661,219153,"7584322",1,0,True
"7584321",219153,90456,"758432",1,0,False
"758431",90456,56269,"7584",1,0,False
"75842993",162727,126456,"75842",1,0,True
"75842992",224133,126456,"75842992",1,0,True
"75842991",126456,456041,"75842",1,0,False
"7584298",130994,456041,"7584298",1,0,True
"75842973",456041,456033,"75842",1,0,False
"75842972",235516,456033,"75842972",1,0,True
"75842971",456033,456039,"75842",1,0,False
"75842963",218083,218084,"7584296",1,0,True
"758429623",304680,126732,"75842962",1,0,True
"758429622",248328,126732,"758429622",1,0,True
"758429621",126732,218084,"75842962",1,0,False
"75842961",218084,456039,"7584296",1,0,False
"75842953",456039,456030,"75842",1,0,False
"75842952",279532,456030,"75842952",1,0,True
"75842951",456030,456032,"75842",1,0,False
"75842943",313916,95620,"7584294",1,0,True
"75842942",249610,95620,"75842942",1,0,True
"75842941",95620,456032,"7584294",1,0,False
"75842935",456032,456040,"75842",1,0,False
"75842934",218713,456040,"75842934",1,0,True
"75842933",456040,455931,"75842",1,0,False
"75842932",225586,455931,"75842932",1,0,True
"75842931",455931,456034,"75842",1,0,False
"7583645",325228,79496,"758364",1,0,True
"75842923",223181,432447,"7584292",1,0,True
"75842922",314469,432447,"75842922",1,0,True
"75842921",432447,456034,"7584292",1,0,False
"7584291",456034,455960,"75842",1,0,False
"7583644",223996,79496,"7583644",1,0,True
"7583643",79496,89952,"758364",1,0,False
"7584289",380649,206089,"758428",1,0,True
"7584288",55175,206089,"7584288",1,0,True
"7584287",206089,380650,"758428",1,0,False
"7584286",365995,380650,"7584286",1,0,True
"7584285",380650,380684,"758428",1,0,False
"7584284",333324,380684,"7584284",1,0,True
"7584283",380684,380670,"758428",1,0,False
"75842823",432378,432379,"7584282",1,0,True
"75842822",227543,432379,"75842822",1,0,True
"75842821",432379,380670,"7584282",1,0,False
"7584281",380670,455960,"758428",1,0,False
"7584277",455960,456035,"75842",1,0,False
"75842763",251099,36543,"7584276",1,0,True
"75842762",259423,36543,"75842762",1,0,True
"75842761",36543,456035,"7584276",1,0,False
"7584275",456035,162728,"75842",1,0,False
"7584274",310524,162728,"7584274",1,0,True
"7584273",162728,456042,"75842",1,0,False
"7584272",125823,456042,"7584272",1,0,True
"7584271",456042,456031,"75842",1,0,False
"7584265",375927,375929,"758426",1,0,True
"7584264",244910,375929,"7584264",1,0,True
"7584263",375929,375924,"758426",1,0,False
"75842623",294700,294701,"7584262",1,0,True
"75842622",231320,294701,"75842622",1,0,True
"75842621",294701,375924,"7584262",1,0,False
"7584261",375924,456031,"758426",1,0,False
"758425",456031,21305,"75842",1,0,False
"7584249",317749,317750,"758424",1,0,True
"7584248",255155,317750,"7584248",1,0,True
"7584247",317750,123707,"758424",1,0,False
"7584246",222114,123707,"7584246",1,0,True
"7584245",123707,353188,"758424",1,0,False
"7584244",353445,353188,"7584244",1,0,True
"7584243",353188,341715,"758424",1,0,False
"7584242",176638,341715,"7584242",1,0,True
"7584241",341715,21305,"758424",1,0,False
"75842395",21305,280547,"75842",1,0,False
"75842394",237467,280547,"75842394",1,0,True
"75842393",280547,162726,"75842",1,0,False
"75842392",279524,162726,"75842392",1,0,True
"75842391",162726,280502,"75842",1,0,False
"7584238",245678,280502,"7584238",1,0,True
"7584237",280502,280498,"75842",1,0,False
"75842363",275931,275930,"7584236",1,0,True
"75842362",322529,275930,"75842362",1,0,True
"7583642",222710,89952,"7583642",1,0,True
"7583641",89952,214337,"758364",1,0,False
"75842361",275930,280498,"7584236",1,0,False
"7584235",280498,280593,"75842",1,0,False
"7584234",269775,280593,"7584234",1,0,True
"758363",214337,1314,"75836",1,0,False
"7584233",280593,280609,"75842",1,0,False
"75842323",258442,153358,"7584232",1,0,True
"75842322",219927,153358,"75842322",1,0,True
"75842321",153358,280609,"7584232",1,0,False
"75842315",280609,206575,"75842",1,0,False
"75842314",310247,206575,"75842314",1,0,True
"75842313",206575,280608,"75842",1,0,False
"75842312",317952,280608,"75842312",1,0,True
"75842311",280608,280586,"75842",1,0,False
"7584229",303398,303397,"758422",1,0,True
"7584228",283853,303397,"7584228",1,0,True
"7584227",303397,303399,"758422",1,0,False
"7584226",325782,303399,"7584226",1,0,True
"7584225",303399,21125,"758422",1,0,False
"7584224",314449,21125,"7584224",1,0,True
"7584223",21125,303402,"758422",1,0,False
"7584222",226475,303402,"7584222",1,0,True
"7584221",303402,280586,"758422",1,0,False
"758421",280586,56269,"75842",1,0,False
"758417",56269,190584,"7584",1,0,False
"7584163",312959,312963,"758416",1,0,True
"7584162",251312,312963,"7584162",1,0,True
"7584161",312963,190584,"758416",1,0,False
"758415",190584,143582,"7584",1,0,False
"7584143",216976,185445,"758414",1,0,True
"7584142",248421,185445,"7584142",1,0,True
"7584141",185445,143582,"758414",1,0,False
"758413",143582,230782,"7584",1,0,False
"7584123",176916,210720,"758412",1,0,True
"7584122",274102,210720,"7584122",1,0,True
"7584121",210720,230782,"758412",1,0,False
"758411",230782,277235,"7584",1,0,False
"758393",277235,37395,"758",1,0,False
"758392",193861,37395,"758392",1,0,True
"758391",37395,113828,"758",1,0,False
"758385",285211,285212,"75838",1,0,True
"758384",307246,285212,"758384",1,0,True
"758383",285212,285210,"75838",1,0,False
"758382",65492,285210,"758382",1,0,True
"758381",285210,113828,"75838",1,0,False
"75837",113828,277244,"758",1,0,False
"758367",116279,322722,"75836",1,0,True
"758366",221770,322722,"758366",1,0,True
"758365",322722,214337,"75836",1,0,False
"758362",274411,1314,"758362",1,0,True
"758361",1314,277244,"75836",1,0,False
"758355",277244,277245,"758",1,0,False
"758354",222444,277245,"758354",1,0,True
"758353",277245,93313,"758",1,0,False
"7583523",281774,99517,"758352",1,0,True
"7583522",271127,99517,"7583522",1,0,True
"7583521",99517,93313,"758352",1,0,False
"758351",93313,277226,"758",1,0,False
"758349",300352,300349,"75834",1,0,True
"758348",223613,300349,"758348",1,0,True
"758347",300349,300355,"75834",1,0,False
"758346",287420,300355,"758346",1,0,True
"758345",300355,300348,"75834",1,0,False
"7583443",310438,310439,"758344",1,0,True
"7583442",222260,310439,"7583442",1,0,True
"7583441",310439,300348,"758344",1,0,False
"758343",300348,36234,"75834",1,0,False
"758342",306467,36234,"758342",1,0,True
"758341",36234,277226,"75834",1,0,False
"758333",277226,277233,"758",1,0,False
"758332",311221,277233,"758332",1,0,True
"758331",277233,277251,"758",1,0,False
"758327",289469,60150,"75832",1,0,True
"758326",234420,60150,"758326",1,0,True
"758325",60150,289470,"75832",1,0,False
"758324",29214,289470,"758324",1,0,True
"758323",289470,51182,"75832",1,0,False
"758322",321526,51182,"758322",1,0,True
"758321",51182,277251,"75832",1,0,False
"758315",277251,277230,"758",1,0,False
"758314",144368,277230,"758314",1,0,True
"758313",277230,106254,"758",1,0,False
"758312",241052,106254,"758312",1,0,True
"758311",106254,277237,"758",1,0,False
"758299",354405,126683,"7582",1,0,True
"758298",231854,126683,"758298",1,0,True
"758297",126683,115282,"7582",1,0,False
"758296",289802,115282,"758296",1,0,True
"758295",115282,232964,"7582",1,0,False
"758294",242409,232964,"758294",1,0,True
"758293",232964,141047,"7582",1,0,False
"758292",305692,141047,"758292",1,0,True
"758291",141047,354404,"7582",1,0,False
"758285",383133,131931,"75828",1,0,True
"758284",273429,131931,"758284",1,0,True
"758283",131931,383135,"75828",1,0,False
"758282",368128,383135,"758282",1,0,True
"758281",383135,354404,"75828",1,0,False
"758273",354404,232952,"7582",1,0,False
"758272",219974,232952,"758272",1,0,True
"758271",232952,232963,"7582",1,0,False
"758269",270765,270769,"75826",1,0,True
"758268",244866,270769,"758268",1,0,True
"7582673",270769,270768,"75826",1,0,False
"7582672",238098,270768,"7582672",1,0,True
"7582671",270768,270771,"75826",1,0,False
"758266",230305,270771,"758266",1,0,True
"758265",270771,270770,"75826",1,0,False
"758264",222150,270770,"758264",1,0,True
"758263",270770,270766,"75826",1,0,False
"758262",238953,270766,"758262",1,0,True
"7582615",270766,193107,"75826",1,0,False
"7582614",256773,193107,"7582614",1,0,True
"7582613",193107,270767,"75826",1,0,False
"7582612",303197,270767,"7582612",1,0,True
"7582611",270767,232963,"75826",1,0,False
"758255",232963,232955,"7582",1,0,False
"7582543",206992,167975,"758254",1,0,True
"7582542",145758,167975,"7582542",1,0,True
"7582541",167975,232955,"758254",1,0,False
"758253",232955,56889,"7582",1,0,False
"7582525",295617,295613,"758252",1,0,True
"7582524",248235,295613,"7582524",1,0,True
"7582523",295613,295616,"758252",1,0,False
"7582522",265671,295616,"7582522",1,0,True
"7582521",295616,56889,"758252",1,0,False
"758251",56889,232954,"7582",1,0,False
"7582493",323597,323600,"75824",1,0,True
"7582492",222466,323600,"7582492",1,0,True
"7582491",323600,214600,"75824",1,0,False
"758248",220276,214600,"758248",1,0,True
"7582475",214600,104048,"75824",1,0,False
"7582474",292329,104048,"7582474",1,0,True
"7582473",104048,214602,"75824",1,0,False
"7582472",238887,214602,"7582472",1,0,True
"7582471",214602,323598,"75824",1,0,False
"7582463",236194,190238,"758246",1,0,True
"7582462",279358,190238,"7582462",1,0,True
"7582461",190238,323598,"758246",1,0,False
"758245",323598,214603,"75824",1,0,False
"758244",319888,214603,"758244",1,0,True
"7582437",214603,214599,"75824",1,0,False
"7582436",259573,214599,"7582436",1,0,True
"7582435",214599,323599,"75824",1,0,False
"7582434",222412,323599,"7582434",1,0,True
"7582433",323599,323594,"75824",1,0,False
"7582432",63355,323594,"7582432",1,0,True
"7582431",323594,323596,"75824",1,0,False
"758242",229483,323596,"758242",1,0,True
"758241",323596,232954,"75824",1,0,False
"758235",232954,232956,"7582",1,0,False
"758234",266629,232956,"758234",1,0,True
"758233",232956,232950,"7582",1,0,False
"758232",318050,232950,"758232",1,0,True
"758231",232950,232949,"7582",1,0,False
"7582297",124721,211543,"75822",1,0,True
"7582296",91078,211543,"7582296",1,0,True
"7582295",211543,183580,"75822",1,0,False
"7582294",217986,183580,"7582294",1,0,True
"7582293",183580,183584,"75822",1,0,False
"75822923",239193,239194,"7582292",1,0,True
"75822922",210585,239194,"75822922",1,0,True
"75822921",239194,183584,"7582292",1,0,False
"7582291",183584,183581,"75822",1,0,False
"758228",221754,183581,"758228",1,0,True
"758227",183581,114309,"75822",1,0,False
"758226",122812,114309,"758226",1,0,True
"758225",114309,183577,"75822",1,0,False
"7582245",322880,214408,"758224",1,0,True
"7582244",189462,214408,"7582244",1,0,True
"7582243",214408,322913,"758224",1,0,False
"7582242",296773,322913,"7582242",1,0,True
"7582241",322913,183577,"758224",1,0,False
"7582237",183577,183576,"75822",1,0,False
"7582236",273414,183576,"7582236",1,0,True
"7582235",183576,183583,"75822",1,0,False
"7582234",196569,183583,"7582234",1,0,True
"7582233",183583,183582,"75822",1,0,False
